unix,iso_utc,price
1760082483,2025-10-10T07:48:03+00:00,0.9925
1760082544,2025-10-10T07:49:04+00:00,0.9925
1760082611,2025-10-10T07:50:11+00:00,0.9925
1760082664,2025-10-10T07:51:04+00:00,0.9925
1760082722,2025-10-10T07:52:02+00:00,0.9925
1760082785,2025-10-10T07:53:05+00:00,0.9925
1760082843,2025-10-10T07:54:03+00:00,0.9925
1760082903,2025-10-10T07:55:03+00:00,0.9925
1760082963,2025-10-10T07:56:03+00:00,0.9945
1760083024,2025-10-10T07:57:04+00:00,0.9945
1760083083,2025-10-10T07:58:03+00:00,0.9945
1760083143,2025-10-10T07:59:03+00:00,0.9945
1760083211,2025-10-10T08:00:11+00:00,0.9935
1760083264,2025-10-10T08:01:04+00:00,0.9935
1760083323,2025-10-10T08:02:03+00:00,0.9945
1760083383,2025-10-10T08:03:03+00:00,0.9945
1760083444,2025-10-10T08:04:04+00:00,0.9945
1760083508,2025-10-10T08:05:08+00:00,0.994
1760083563,2025-10-10T08:06:03+00:00,0.994
1760083623,2025-10-10T08:07:03+00:00,0.994
1760083685,2025-10-10T08:08:05+00:00,0.994
1760083744,2025-10-10T08:09:04+00:00,0.994
1760083813,2025-10-10T08:10:13+00:00,0.994
1760083863,2025-10-10T08:11:03+00:00,0.994
1760083923,2025-10-10T08:12:03+00:00,0.994
1760083984,2025-10-10T08:13:04+00:00,0.9935
1760084044,2025-10-10T08:14:04+00:00,0.9935
1760084103,2025-10-10T08:15:03+00:00,0.9935
1760084165,2025-10-10T08:16:05+00:00,0.9935
1760084224,2025-10-10T08:17:04+00:00,0.9945
1760084284,2025-10-10T08:18:04+00:00,0.9945
1760084342,2025-10-10T08:19:02+00:00,0.9935
1760084412,2025-10-10T08:20:12+00:00,0.9935
1760084463,2025-10-10T08:21:03+00:00,0.9935
1760084524,2025-10-10T08:22:04+00:00,0.9935
1760084583,2025-10-10T08:23:03+00:00,0.9935
1760084644,2025-10-10T08:24:04+00:00,0.9935
1760084704,2025-10-10T08:25:04+00:00,0.994
1760084767,2025-10-10T08:26:07+00:00,0.994
1760084824,2025-10-10T08:27:04+00:00,0.994
1760084884,2025-10-10T08:28:04+00:00,0.994
1760084944,2025-10-10T08:29:04+00:00,0.994
1760085016,2025-10-10T08:30:16+00:00,0.994
1760085063,2025-10-10T08:31:03+00:00,0.994
1760085123,2025-10-10T08:32:03+00:00,0.994
1760085184,2025-10-10T08:33:04+00:00,0.994
1760085243,2025-10-10T08:34:03+00:00,0.994
1760085315,2025-10-10T08:35:15+00:00,0.994
1760085364,2025-10-10T08:36:04+00:00,0.994
1760085422,2025-10-10T08:37:02+00:00,0.994
1760085483,2025-10-10T08:38:03+00:00,0.994
1760085543,2025-10-10T08:39:03+00:00,0.994
1760085603,2025-10-10T08:40:03+00:00,0.994
1760085665,2025-10-10T08:41:05+00:00,0.994
1760085724,2025-10-10T08:42:04+00:00,0.9945
1760085784,2025-10-10T08:43:04+00:00,0.994
1760085844,2025-10-10T08:44:04+00:00,0.9935
1760085906,2025-10-10T08:45:06+00:00,0.9935
1760085967,2025-10-10T08:46:07+00:00,0.9935
1760086023,2025-10-10T08:47:03+00:00,0.9935
1760086085,2025-10-10T08:48:05+00:00,0.994
1760086143,2025-10-10T08:49:03+00:00,0.994
1760086205,2025-10-10T08:50:05+00:00,0.9945
1760086264,2025-10-10T08:51:04+00:00,0.994
1760086324,2025-10-10T08:52:04+00:00,0.9935
1760086384,2025-10-10T08:53:04+00:00,0.993
1760086444,2025-10-10T08:54:04+00:00,0.9935
1760086517,2025-10-10T08:55:17+00:00,0.9935
1760086565,2025-10-10T08:56:05+00:00,0.9935
1760086624,2025-10-10T08:57:04+00:00,0.9945
1760086683,2025-10-10T08:58:03+00:00,0.9945
1760086743,2025-10-10T08:59:03+00:00,0.994
1760086805,2025-10-10T09:00:05+00:00,0.9935
1760086863,2025-10-10T09:01:03+00:00,0.994
1760086923,2025-10-10T09:02:03+00:00,0.9995
1760086985,2025-10-10T09:03:05+00:00,0.9995
1760087045,2025-10-10T09:04:05+00:00,0.9995
1760087114,2025-10-10T09:05:14+00:00,0.9995
1760087165,2025-10-10T09:06:05+00:00,0.9995
1760087224,2025-10-10T09:07:04+00:00,0.9995
1760087283,2025-10-10T09:08:03+00:00,0.9995
1760087343,2025-10-10T09:09:03+00:00,0.9995
1760087413,2025-10-10T09:10:13+00:00,0.9995
1760087463,2025-10-10T09:11:03+00:00,0.9995
1760087522,2025-10-10T09:12:02+00:00,0.9995
1760087583,2025-10-10T09:13:03+00:00,0.9995
1760087643,2025-10-10T09:14:03+00:00,0.9995
1760087704,2025-10-10T09:15:04+00:00,0.9995
1760087762,2025-10-10T09:16:02+00:00,0.9995
1760087825,2025-10-10T09:17:05+00:00,0.9995
1760087885,2025-10-10T09:18:05+00:00,0.9995
